"Url","Arquivo","Existe","StatusHttp","Titulo","Description","H1","Canonical","Robots","Indexavel","Sitemap","Palavras","LinksInternos","LinksQuebrados","ImagensQuebradas","ImagensSemAlt","LinksRecebidos","Orfa","DestinoRedirect","Problemas"
"https://www.jgm4consultoria.com.br/blog/como-sair-do-caos-gestao-processos-metodologia-agil.html","blog/como-sair-do-caos-gestao-processos-metodologia-agil.html","True",,"Como Sair do Caos na Logística em 5 Passos | JGM4","Saiba como sair do caos operacional com gestão de processos e metodologia ágil em 5 passos: priorização, foco, Kanban, indicadores e execução.","1","https://www.jgm4consultoria.com.br/blog/como-sair-do-caos-gestao-processos-metodologia-agil.html","index, follow, max-image-preview:large","True","True","1409","27","","","0","1","False","",""
"https://www.jgm4consultoria.com.br/blog/consultoria-logistica-brasil-es.html","blog/consultoria-logistica-brasil-es.html","True",,"Consultoría Logística en Brasil: Guía Operativa | JGM4","Consultoría logística en Brasil para empresas extranjeras: diagnóstico, inventarios, almacenes, transporte, WMS y reducción de costos.","1","https://www.jgm4consultoria.com.br/blog/consultoria-logistica-brasil-es.html","index,follow,max-image-preview:large","True","True","639","16","","","0","1","False","",""
"https://www.jgm4consultoria.com.br/blog/consultoria.html","blog/consultoria.html","True",,"Consultoria Logística para Empresas | JGM4","Saiba quando contratar consultoria logística, como funciona o diagnóstico e quais ganhos esperar.","1","https://www.jgm4consultoria.com.br/blog/consultoria.html","index, follow","True","True","1074","36","","","0","2","False","",""
"https://www.jgm4consultoria.com.br/blog/costos-logisticos-brasil.html","blog/costos-logisticos-brasil.html","True",,"Costos Logísticos en Brasil | JGM4","Comprenda transporte, inventario, almacenamiento, riesgo y servicio en los costos logísticos de Brasil y cómo reducirlos.","1","https://www.jgm4consultoria.com.br/blog/costos-logisticos-brasil.html","index,follow,max-image-preview:large","True","True","547","15","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/blog/curriculo-logistica.html","blog/curriculo-logistica.html","True",,"Currículo para Logística: Guia com LinkedIn | JGM4","Veja como montar currículo e LinkedIn para logística com palavras-chave, exemplos e estrutura profissional.","1","https://www.jgm4consultoria.com.br/blog/curriculo-logistica.html","index, follow","True","True","1043","29","","","0","1","False","",""
"https://www.jgm4consultoria.com.br/blog/custos-logisticos.html","blog/custos-logisticos.html","True",,"Custos Logísticos: Como Reduzir Gargalos | JGM4","Entenda frete, armazenagem, estoque e tecnologia na formação dos custos logísticos e veja como reduzi-los.","1","https://www.jgm4consultoria.com.br/blog/custos-logisticos.html","index, follow","True","True","1117","33","","","0","7","False","",""
"https://www.jgm4consultoria.com.br/blog/eficiencia-logistica.html","blog/eficiencia-logistica.html","True",,"Eficiência Logística: Como Reduzir Custos | JGM4","Veja como aumentar eficiência logística com estoque, roteirização, processos, WMS, TMS e indicadores.","1","https://www.jgm4consultoria.com.br/blog/eficiencia-logistica.html","index, follow","True","True","1045","31","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/blog/estoque-nao-bate.html","blog/estoque-nao-bate.html","True",,"Estoque Não Bate? Causas e Como Resolver | JGM4","Veja por que o estoque diverge do sistema e como corrigir falhas com inventário, acuracidade e controle.","1","https://www.jgm4consultoria.com.br/blog/estoque-nao-bate.html","index, follow","True","True","1419","25","","","0","15","False","",""
"https://www.jgm4consultoria.com.br/blog/frete-alto-principais-causas.html","blog/frete-alto-principais-causas.html","True",,"Frete Alto: Principais Causas Além da Tabela | JGM4","Entenda por que o frete fica alto mesmo com uma boa tarifa: pedido pequeno, cubagem, taxas, urgência, devolução, região e política comercial.","1","https://www.jgm4consultoria.com.br/blog/frete-alto-principais-causas.html","index,follow,max-image-preview:large","True","True","536","23","","","0","4","False","",""
"https://www.jgm4consultoria.com.br/blog/frete-minimo-pedido-deficitario.html","blog/frete-minimo-pedido-deficitario.html","True",,"Frete Mínimo: Quando um Pedido se Torna Deficitário | JGM4","Entenda como frete mínimo, valor do pedido, margem, custo operacional e região podem transformar pedidos pequenos em operações deficitárias.","1","https://www.jgm4consultoria.com.br/blog/frete-minimo-pedido-deficitario.html","index,follow,max-image-preview:large","True","True","487","23","","","0","2","False","",""
"https://www.jgm4consultoria.com.br/blog/gestao_estoques.html","blog/gestao_estoques.html","True",,"Gestão de Estoque: Indicadores e Fluxo de Caixa | JGM4","Aprenda como giro, cobertura, estoque mínimo e acuracidade impactam caixa e decisões da empresa.","1","https://www.jgm4consultoria.com.br/blog/gestao_estoques.html","index, follow","True","True","1097","32","","","0","4","False","",""
"https://www.jgm4consultoria.com.br/blog/gestao-de-conflitos.html","blog/gestao-de-conflitos.html","True",,"Gestão de Conflitos: Como Resolver na Empresa | JGM4","Aprenda técnicas para reduzir desgastes, melhorar comunicação e fortalecer equipes com gestão de conflitos.","1","https://www.jgm4consultoria.com.br/blog/gestao-de-conflitos.html","index, follow","True","True","1384","32","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/blog/gestao-docas-fornecedores-reforma-tributaria.html","blog/gestao-docas-fornecedores-reforma-tributaria.html","True",,"Gestão de Docas na Reforma Tributária | JGM4","Veja como alinhar docas, fornecedores e documentos fiscais na transição do IBS e da CBS para reduzir filas, recusas, atrasos e custos no recebimento.","1","https://www.jgm4consultoria.com.br/blog/gestao-docas-fornecedores-reforma-tributaria.html","index, follow, max-image-preview:large, max-snippet:-1","True","True","1920","35","","","0","4","False","",""
"https://www.jgm4consultoria.com.br/blog/gestao-equipes-logisticas.html","blog/gestao-equipes-logisticas.html","True",,"Gestão de Equipes Logísticas | JGM4","Aprenda como liderar equipes logísticas com indicadores, rotina de gestão, treinamento, metas, feedback e produtividade operacional.","1","https://www.jgm4consultoria.com.br/blog/gestao-equipes-logisticas.html","index, follow, max-image-preview:large","True","True","776","27","","","0","6","False","",""
"https://www.jgm4consultoria.com.br/blog/gestao-pessoas-processos-logistica.html","blog/gestao-pessoas-processos-logistica.html","True",,"Gestão de Pessoas e Processos na Logística | JGM4","Aprenda como fazer uma boa gestão logística em grandes empresas focando em pessoas e processos: benefícios, método, indicadores, liderança e rotina.","1","https://www.jgm4consultoria.com.br/blog/gestao-pessoas-processos-logistica.html","index, follow, max-image-preview:large","True","True","1824","39","","","0","7","False","",""
"https://www.jgm4consultoria.com.br/blog/implementacion-wms-brasil.html","blog/implementacion-wms-brasil.html","True",,"Implementación de WMS en Brasil | JGM4","Cómo seleccionar e implementar un WMS en Brasil con procesos preparados, requisitos locales, pruebas y estabilización operativa.","1","https://www.jgm4consultoria.com.br/blog/implementacion-wms-brasil.html","index,follow,max-image-preview:large","True","True","481","15","","","0","4","False","",""
"https://www.jgm4consultoria.com.br/blog/integracao-wms-erp-sem-desorganizar-operacao.html","blog/integracao-wms-erp-sem-desorganizar-operacao.html","True",,"Como Integrar WMS e ERP sem Desorganizar a Operação | JGM4","Entenda responsabilidades, dados, interfaces, testes, contingência e conciliação para integrar WMS e ERP com controle operacional.","1","https://www.jgm4consultoria.com.br/blog/integracao-wms-erp-sem-desorganizar-operacao.html","index,follow,max-image-preview:large","True","True","461","23","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/blog/lideres-analistas-logistica-carreira.html","blog/lideres-analistas-logistica-carreira.html","True",,"Carreira em Logística: Analista, Líder e Gestor | JGM4","Entenda competências, tendências e caminhos para crescer como analista, líder ou gestor de logística.","1","https://www.jgm4consultoria.com.br/blog/lideres-analistas-logistica-carreira.html","index, follow","True","True","1606","34","","","0","1","False","",""
"https://www.jgm4consultoria.com.br/blog/logistica-distribucion-sur-sudeste-norte-nordeste-brasil.html","blog/logistica-distribucion-sur-sudeste-norte-nordeste-brasil.html","True",,"Logística de Distribución en Brasil | JGM4","Carreteras, transportistas, costos, seguridad, hubs regionales y cabotaje en la distribución desde el Sur y Sudeste hacia el Norte y Nordeste de Brasil.","1","https://www.jgm4consultoria.com.br/blog/logistica-distribucion-sur-sudeste-norte-nordeste-brasil.html","index,follow,max-image-preview:large","True","True","1309","31","","","0","6","False","",""
"https://www.jgm4consultoria.com.br/blog/logistica-distribuicao-sul-sudeste-norte-nordeste.html","blog/logistica-distribuicao-sul-sudeste-norte-nordeste.html","True",,"Logística de Distribuição para Norte e Nordeste | JGM4","Entenda os desafios da logística de distribuição do Sul e Sudeste para o Norte e Nordeste: rodovias, fretes, segurança, hubs, custos e cabotagem.","1","https://www.jgm4consultoria.com.br/blog/logistica-distribuicao-sul-sudeste-norte-nordeste.html","index,follow,max-image-preview:large","True","True","1369","33","","","0","4","False","",""
"https://www.jgm4consultoria.com.br/blog/logistics-consulting-brazil.html","blog/logistics-consulting-brazil.html","True",,"Logistics Consulting in Brazil: Operations Guide | JGM4","Logistics consulting in Brazil for foreign companies: operational diagnosis, inventory, warehousing, transportation, WMS and cost reduction.","1","https://www.jgm4consultoria.com.br/blog/logistics-consulting-brazil.html","index,follow,max-image-preview:large","True","True","659","16","","","0","1","False","",""
"https://www.jgm4consultoria.com.br/blog/logistics-costs-brazil.html","blog/logistics-costs-brazil.html","True",,"Logistics Costs in Brazil | JGM4","Understand freight, warehousing, inventory, taxes and service drivers behind logistics costs in Brazil and how foreign companies can reduce them.","1","https://www.jgm4consultoria.com.br/blog/logistics-costs-brazil.html","index,follow,max-image-preview:large","True","True","591","15","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/blog/logistics-distribution-south-southeast-north-northeast-brazil.html","blog/logistics-distribution-south-southeast-north-northeast-brazil.html","True",,"Logistics Distribution Across Brazil | JGM4","Roads, carriers, costs, security, regional hubs and coastal shipping in distribution across Brazil.","1","https://www.jgm4consultoria.com.br/blog/logistics-distribution-south-southeast-north-northeast-brazil.html","index,follow,max-image-preview:large","True","True","1240","31","","","0","6","False","",""
"https://www.jgm4consultoria.com.br/blog/o-que-e-estoque-tipos-controle-almoxarifado.html","blog/o-que-e-estoque-tipos-controle-almoxarifado.html","True",,"O que é Estoque? Tipos e Controle | JGM4","Entenda o que é estoque, conheça os principais tipos, veja como controlar materiais e saiba a diferença entre estoque e almoxarifado.","1","https://www.jgm4consultoria.com.br/blog/o-que-e-estoque-tipos-controle-almoxarifado.html","index, follow","True","True","1543","28","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/blog/o-que-e-logistica-carreira.html","blog/o-que-e-logistica-carreira.html","True",,"O que é Logística? Carreira, Salário e Cursos | JGM4","Entenda o que é logística, o que faz o profissional, áreas de atuação, salários e como começar na carreira.","1","https://www.jgm4consultoria.com.br/blog/o-que-e-logistica-carreira.html","index, follow","True","True","1507","33","","","0","1","False","",""
"https://www.jgm4consultoria.com.br/blog/o-que-organizar-antes-de-implantar-wms.html","blog/o-que-organizar-antes-de-implantar-wms.html","True",,"O que Organizar Antes de Implantar um WMS | JGM4","Checklist de processos, cadastro, endereçamento, inventário, equipamentos, integração e equipe para organizar antes da implantação de WMS.","1","https://www.jgm4consultoria.com.br/blog/o-que-organizar-antes-de-implantar-wms.html","index,follow,max-image-preview:large","True","True","420","23","","","0","5","False","",""
"https://www.jgm4consultoria.com.br/blog/padronizacao-processos-logisticos.html","blog/padronizacao-processos-logisticos.html","True",,"Como Padronizar Processos Logísticos | JGM4","Veja como padronizar processos logísticos em empresas: mapeamento, POPs, checklists, indicadores, auditoria e melhoria contínua.","1","https://www.jgm4consultoria.com.br/blog/padronizacao-processos-logisticos.html","index, follow, max-image-preview:large","True","True","715","26","","","0","13","False","",""
"https://www.jgm4consultoria.com.br/blog/pedido-minimo-inteligente-logistica-frete-margem.html","blog/pedido-minimo-inteligente-logistica-frete-margem.html","True",,"Pedido Mínimo: Frete, Margem e Logística | JGM4","Aprenda a definir pedido mínimo considerando frete, margem, região, operação e nível de serviço sem destruir o lucro.","1","https://www.jgm4consultoria.com.br/blog/pedido-minimo-inteligente-logistica-frete-margem.html","index, follow","True","True","2408","37","","","0","10","False","",""
"https://www.jgm4consultoria.com.br/blog/peso-cubado-como-calcular-reduzir-frete.html","blog/peso-cubado-como-calcular-reduzir-frete.html","True",,"Peso Cubado: Como Calcular e Reduzir o Impacto no Frete | JGM4","Entenda peso cubado, peso taxável, fator de cubagem e como embalagem, cadastro e consolidação podem reduzir o impacto no frete.","1","https://www.jgm4consultoria.com.br/blog/peso-cubado-como-calcular-reduzir-frete.html","index,follow,max-image-preview:large","True","True","529","23","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/blog/planilha-controle-recebimento-gestao-docas.html","blog/planilha-controle-recebimento-gestao-docas.html","True",,"Planilha de Controle de Recebimento e Docas | JGM4","Veja como controlar entrada, carga e descarga em planilhas, reduzir filas no CD e quando migrar para um sistema de gestão de docas.","1","https://www.jgm4consultoria.com.br/blog/planilha-controle-recebimento-gestao-docas.html","index, follow, max-image-preview:large, max-snippet:-1","True","True","1865","30","","","0","2","False","",""
"https://www.jgm4consultoria.com.br/blog/por-que-projetos-wms-falham-pos-go-live.html","blog/por-que-projetos-wms-falham-pos-go-live.html","True",,"Por que Projetos de WMS Falham Depois do Go-live | JGM4","Veja por que WMS falha após o go-live e como tratar dados, testes, treinamento, suporte, integração, contingência e indicadores.","1","https://www.jgm4consultoria.com.br/blog/por-que-projetos-wms-falham-pos-go-live.html","index,follow,max-image-preview:large","True","True","440","23","","","0","2","False","",""
"https://www.jgm4consultoria.com.br/blog/preparar-cadastros-codigos-barras-wms.html","blog/preparar-cadastros-codigos-barras-wms.html","True",,"Como Preparar Cadastros e Códigos de Barras para WMS | JGM4","Prepare SKU, unidades, embalagens, dimensões, lote, validade e códigos de barras para implantação de WMS sem ampliar divergências.","1","https://www.jgm4consultoria.com.br/blog/preparar-cadastros-codigos-barras-wms.html","index,follow,max-image-preview:large","True","True","425","23","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/blog/quando-realizar-bid-transportadoras.html","blog/quando-realizar-bid-transportadoras.html","True",,"Quando Realizar um BID de Transportadoras | JGM4","Saiba quando realizar um BID de transportadoras, quais dados preparar e como comparar custo, cobertura, capacidade e nível de serviço.","1","https://www.jgm4consultoria.com.br/blog/quando-realizar-bid-transportadoras.html","index,follow,max-image-preview:large","True","True","474","23","","","0","2","False","",""
"https://www.jgm4consultoria.com.br/blog/quanto-custa-consultoria-logistica.html","blog/quanto-custa-consultoria-logistica.html","True",,"Quanto Custa uma Consultoria Logística? | JGM4","Entenda quanto custa uma consultoria logística, o que influencia o valor, os modelos de contratação e quando o investimento faz sentido.","1","https://www.jgm4consultoria.com.br/blog/quanto-custa-consultoria-logistica.html","index, follow, max-image-preview:large","True","True","1380","44","","","0","5","False","",""
"https://www.jgm4consultoria.com.br/blog/sinais_invisiveis.html","blog/sinais_invisiveis.html","True",,"5 Sinais de Perda de Dinheiro na Logística | JGM4","Veja sinais ocultos de perda: retrabalho, estoque parado, frete mal calculado, falta de KPIs e baixa eficiência.","1","https://www.jgm4consultoria.com.br/blog/sinais_invisiveis.html","index, follow","True","True","1246","30","","","0","2","False","",""
"https://www.jgm4consultoria.com.br/blog/wms-implementation-brazil.html","blog/wms-implementation-brazil.html","True",,"WMS Implementation in Brazil | JGM4","How foreign companies can select and implement a WMS in Brazil with process readiness, local requirements, testing and operational stabilization.","1","https://www.jgm4consultoria.com.br/blog/wms-implementation-brazil.html","index,follow,max-image-preview:large","True","True","518","15","","","0","4","False","",""
"https://www.jgm4consultoria.com.br/blog/wms-importancia.html","blog/wms-importancia.html","True",,"WMS: O que é, Como Funciona e Quando Implantar | JGM4","Entenda o que é WMS, diferença para ERP, sinais de necessidade e como implantar na operação.","1","https://www.jgm4consultoria.com.br/blog/wms-importancia.html","index, follow","True","True","1410","30","","","0","9","False","",""
"https://www.jgm4consultoria.com.br/blog/wms-sem-enderecamento-funciona.html","blog/wms-sem-enderecamento-funciona.html","True",,"WMS sem Endereçamento Funciona? | JGM4","Entenda por que endereçamento, capacidade, zonas, picking e pulmão são essenciais para o WMS controlar o armazém com segurança.","1","https://www.jgm4consultoria.com.br/blog/wms-sem-enderecamento-funciona.html","index,follow,max-image-preview:large","True","True","426","23","","","0","2","False","",""
"https://www.jgm4consultoria.com.br/consultor-logistico/","consultor-logistico/index.html","True",,"Consultor Logístico para Empresas | Estoques, WMS e Fretes | JGM4","Consultor logístico com mais de 20 anos de experiência em centros de distribuição, estoques, WMS, fretes e custos. Atendimento nacional.","1","https://www.jgm4consultoria.com.br/consultor-logistico/","index, follow","True","True","1153","39","","","0","28","False","",""
"https://www.jgm4consultoria.com.br/consultoria-logistica-para-pequenas-empresas/","consultoria-logistica-para-pequenas-empresas/index.html","True",,"Consultoria Logística para Pequenas Empresas e PMEs | JGM4","Consultoria logística para pequenas empresas e PMEs que precisam organizar estoques, fretes, processos, indicadores e CDs. Atendimento em todo o Brasil.","1","https://www.jgm4consultoria.com.br/consultoria-logistica-para-pequenas-empresas/","index,follow,max-image-preview:large","True","True","896","21","","","0","5","False","",""
"https://www.jgm4consultoria.com.br/index-en.html","index-en.html","True",,"Logistics Consulting in Brazil | JGM4","Logistics consulting in Brazil for companies that need to reduce costs, improve inventory, warehouses, transportation, WMS, processes and operational performance.","1","https://www.jgm4consultoria.com.br/index-en.html","index,follow,max-image-preview:large","True","True","510","10","","","0","1","False","",""
"https://www.jgm4consultoria.com.br/index-es.html","index-es.html","True",,"Consultoría Logística en Brasil | JGM4","Consultoría logística en Brasil para reducir costos y mejorar inventario, almacenes, transporte, WMS, procesos y desempeño operacional.","1","https://www.jgm4consultoria.com.br/index-es.html","index,follow,max-image-preview:large","True","True","502","10","","","0","1","False","",""
"https://www.jgm4consultoria.com.br/","index.html","True",,"Consultoria Logística para Empresas | Gestão Sob Demanda | JGM4","Consultoria logística para empresas que precisam reduzir custos, organizar estoques, fretes, processos e indicadores. Atendimento em todo o Brasil.","1","https://www.jgm4consultoria.com.br/","index, follow","True","True","3933","81","","","0","319","False","",""
"https://www.jgm4consultoria.com.br/pages/analise-de-cv.html","pages/analise-de-cv.html","True",,"Consultoria de Currículo e LinkedIn | JGM4","Melhore seu currículo e perfil LinkedIn com consultoria profissional para diferentes áreas e níveis de carreira. Atendimento online.","1","https://www.jgm4consultoria.com.br/pages/analise-de-cv.html","index, follow","True","True","1353","20","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/pages/analise.html","pages/analise.html","True",,"Diagnóstico Logístico Gratuito e Índice de Maturidade | JGM4","Diagnóstico gratuito da JGM4 para identificar gargalos logísticos, perdas de estoque, custos ocultos e oportunidades de melhoria operacional.","1","https://www.jgm4consultoria.com.br/pages/analise.html","index, follow","True","True","529","14","","","0","9","False","",""
"https://www.jgm4consultoria.com.br/pages/auditoria-de-fretes.html","pages/auditoria-de-fretes.html","True",,"Auditoria de Fretes e Redução de Custos | JGM4","Auditoria de fretes para conferir tabelas, taxas, cubagem, peso, duplicidades e cobranças indevidas. Veja como funciona e reduza custos de transporte.","1","https://www.jgm4consultoria.com.br/pages/auditoria-de-fretes.html","index, follow, max-image-preview:large","True","True","901","24","","","0","47","False","",""
"https://www.jgm4consultoria.com.br/pages/blog.html","pages/blog.html","True",,"Blog | JGM4 Consultoria Logística","Blog da JGM4 com artigos práticos sobre logística, carreira, liderança, WMS, gestão de estoques, custos logísticos, KPIs, supply chain e eficiência operacional.","1","https://www.jgm4consultoria.com.br/pages/blog.html","index,follow","True","True","340","45","","","0","153","False","",""
"https://www.jgm4consultoria.com.br/pages/calculadora-acuracidade-estoque.html","pages/calculadora-acuracidade-estoque.html","True",,"Calculadora de Acuracidade de Estoque | JGM4","Calcule acuracidade de estoque por itens, quantidade ou valor financeiro. Identifique divergências entre estoque físico e sistema, sem cadastro.","1","https://www.jgm4consultoria.com.br/pages/calculadora-acuracidade-estoque.html","index,follow,max-image-preview:large","True","True","291","12","","","0","2","False","",""
"https://www.jgm4consultoria.com.br/pages/calculadora-capacidade-centro-distribuicao.html","pages/calculadora-capacidade-centro-distribuicao.html","True",,"Calculadora de Capacidade de Centro de Distribuição | JGM4","Estime posições-palete para estoque, crescimento e ocupação de segurança. Ferramenta inicial para dimensionamento de centro de distribuição.","1","https://www.jgm4consultoria.com.br/pages/calculadora-capacidade-centro-distribuicao.html","index,follow,max-image-preview:large","True","True","305","12","","","0","3","False","",""
"https://www.jgm4consultoria.com.br/pages/calculadora-pedido-minimo.html","pages/calculadora-pedido-minimo.html","True",,"Calculadora de Pedido Mínimo com Frete e Margem | JGM4","Calcule o pedido mínimo considerando frete, custo operacional, margem bruta e valor médio atual. Ferramenta gratuita, sem cadastro.","1","https://www.jgm4consultoria.com.br/pages/calculadora-pedido-minimo.html","index,follow,max-image-preview:large","True","True","390","13","","","0","10","False","",""
"https://www.jgm4consultoria.com.br/pages/calculadora-percentual-frete.html","pages/calculadora-percentual-frete.html","True",,"Calculadora de Percentual de Frete sobre a Venda | JGM4","Calcule quanto o frete representa no valor do pedido, compare com sua meta e descubra o frete máximo recomendado.","1","https://www.jgm4consultoria.com.br/pages/calculadora-percentual-frete.html","index,follow,max-image-preview:large","True","True","473","13","","","0","7","False","",""
"https://www.jgm4consultoria.com.br/pages/calculadora-peso-cubado.html","pages/calculadora-peso-cubado.html","True",,"Calculadora de Cubagem e Peso Cubado Grátis | JGM4","Calcule cubagem, m³, peso cubado e peso taxável para Correios, transporte aéreo ou rodoviário. Grátis, sem cadastro e com múltiplas caixas.","1","https://www.jgm4consultoria.com.br/pages/calculadora-peso-cubado.html","index,follow,max-image-preview:large,max-snippet:-1","True","True","767","13","","","0","8","False","",""
"https://www.jgm4consultoria.com.br/pages/centro-de-distribuicao.html","pages/centro-de-distribuicao.html","True",,"Gestão de Centro de Distribuição: Guia Prático | JGM4","Guia prático de centro de distribuição: recebimento, armazenagem, picking, expedição, WMS e gestão da operação logística.","1","https://www.jgm4consultoria.com.br/pages/centro-de-distribuicao.html","index, follow","True","True","1131","15","","","0","6","False","",""
"https://www.jgm4consultoria.com.br/pages/conflitos-na-logistica.html","pages/conflitos-na-logistica.html","True",,"Gestão de Conflitos na Logística para Líderes | JGM4","Como resolver conflitos entre expedição, transporte e comercial usando CNV, 5 Porquês e TKI. Conteúdo prático para líderes.","1","https://www.jgm4consultoria.com.br/pages/conflitos-na-logistica.html","index, follow","True","True","1854","19","","","0","1","False","",""
"https://www.jgm4consultoria.com.br/pages/consultoria-centro-distribuicao.html","pages/consultoria-centro-distribuicao.html","True",,"Consultoria para Centro de Distribuição e Layout | JGM4","Consultoria para organizar centro de distribuição, layout, recebimento, armazenagem, picking, expedição, produtividade, estoque e indicadores.","1","https://www.jgm4consultoria.com.br/pages/consultoria-centro-distribuicao.html","index, follow, max-image-preview:large","True","True","606","19","","","0","15","False","",""
"https://www.jgm4consultoria.com.br/pages/consultoria-gestao-estoque.html","pages/consultoria-gestao-estoque.html","True",,"Consultoria em Gestão de Estoque e Acuracidade | JGM4","Consultoria em gestão de estoque para reduzir perdas, melhorar acuracidade, organizar almoxarifado, inventário e controle de materiais.","1","https://www.jgm4consultoria.com.br/pages/consultoria-gestao-estoque.html","index, follow","True","True","559","17","","","0","9","False","",""
